,FW,LW,"RW,AM",AM,RW,DM,LB,CB,RB,GK,LM,CM,RM,"CM,RW","LW,RW","RM,LM","RM,CM",WB,"LM,FW","CM,RM","LW,LM","RW,RM","CB,CM","AM,FW","FW,LW","CM,DM","DM,CM","WB,LB","WB,RB","LW,AM","DM,RM","LM,RM","LB,CB","RM,CB,LM","FW,AM","RW,RB","RM,CB","FW,CM","LW,FW","RW,WB","RW,LB,WB","CM,LM,DM","CM,RM,AM","CB,RB","LW,FW,RW","CM,FW","RW,RM,AM","AM,LW","LM,LW","FW,LM","AM,CM","RB,LM","LM,LB","RM,RB","AM,RM","CM,AM","RW,FW","RW,LW","LW,RB","LM,DM","RM,AM","FW,AM,RW","DM,LM","RM,DM","WB,CM","CB,WB","AM,LM","CB,LB","CM,LM","RB,LB","CM,LW,AM","CM,AM,RW","AM,RW,RM","FW,RW","LB,LM","LB,LW","RB,RW","RW,CM","FW,RM","WB,LB,CB","WB,DM,CM","CB,RB,RW","WB,LW","WB,RW","AM,RW","DM,AM","LW,LB","DM,RW","LM,RW","AM,DM","CM,FW,LM","LM,CM","RM,WB","LB,WB","RB,CB","LM,RB","LW,RM","RM,LW","CB,DM","LW,WB,LM","RW,WB,RM","LM,CM,DM","LW,CB","LW,WB","LM,AM","LW,AM,FW","CM,CB","AM,DM,CM","RM,LB","LB,RB","RW,DM","CB,RW","RB,WB","AM,LM,LW","RW,FW,RM","RB,DM","LW,RW,FW","CM,LB","CM,LW","WB,LB,LM","RM,RW","FW,LW,RW","DM,LW","FW,LM,LW","FW,RM,RB","AM,FW,RM","FW,RB","LM,CB","RM,CM,LM","RB,CM","LB,CM","RW,LM","LM,WB","CM,RM,LB","WB,LB,RB","CM,DM,RM","WB,LW,LM","AM,CM,FW","DM,CB","LB,RM","RW,AM,FW","AM,FW,RW","DM,CM,LM","LW,LM,RW","RM,WB,LB","WB,RM","RW,LM,FW","LW,RW,RM,AM","RW,FW,LM","RM,CM,DM","CM,RB","CM,WB","WB,AM,FW","LW,DM","LB,WB,RB","WB,AM","DM,CM,AM","DM,CM,CB","WB,LW,RW"
Live-ball Passes,77.70591695501732,183.93962191358025,84.984375,207.94555147249105,199.1491836734694,494.4991715976331,470.71353133298743,635.0175108807939,494.55394808004326,72.8975025370659,341.39164629609945,641.112064,295.77931564782784,387.5555555555556,103.21,0.0,264.4852071005917,292.65574459147234,43.55555555555555,824.36,124.7768595041322,134.7222222222222,671.1875,131.24305555555557,80.9090909090909,364.1360946745562,615.5169880624426,209.11111111111111,192.68639053254435,194.46913580246917,389.5555555555556,198.0,233.33333333333334,0.0,210.63999999999996,0.0,0.0,325.34693877551024,207.68595041322314,16.0,81.0,42.25,0.0,517.0899999999999,0.0,70.22222222222223,0.0,143.76000000000002,226.109375,0.25,458.6875,0.0,0.0,182.0,246.2222222222222,341.0,96.97959183673468,130.88888888888889,0.25,38.0,182.25,0.0,0.25,4.25,0.0,0.0,78.22222222222221,181.91666666666666,405.65432098765433,458.56000000000006,0.0,0.0,0.0,75.67346938775509,440.88888888888886,81.0,218.0,73.55555555555556,27.555555555555554,0.0,0.0,0.0,2.25,0.0,183.50413223140495,350.56,100.0,0.0,81.0,0.0,0.0,373.358024691358,64.0,434.609375,871.9669421487605,0.0,0.0,42.75,0.0,0.0,0.0,398.6875,0.0,0.25,4.0,81.0,0.0,0.0,0.0,462.88888888888886,16.0,1.0,272.88888888888886,0.0,0.0,0.0,0.0,0.0,4.0,0.0,376.55999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dead-ball Passes,1.9351557093425606,4.728395061728395,6.984375,7.141245277159568,3.8499489795918365,5.341775147928993,23.251732242605538,5.167030771054548,27.37922525689562,18.068315140714336,7.491975767881815,4.7500160000000005,6.110726643598617,0.0,5.8100000000000005,0.0,2.5443786982248517,18.09115731989078,2.0,2.2100000000000004,0.42975206611570244,6.576388888888889,1.25,4.909722222222222,1.7851239669421484,4.581360946745563,7.158861340679522,7.283950617283951,12.437869822485206,4.098765432098765,3.8888888888888893,4.25,5.888888888888888,0.0,6.21,0.0,0.0,7.265306122448978,0.793388429752066,0.25,4.0,100.0,0.0,21.0,0.0,0.6666666666666666,0.0,6.8,9.609375,0.0,2.0,0.0,0.0,12.666666666666666,24.666666666666668,1.8055555555555556,1.3469387755102038,0.22222222222222224,0.25,0.6666666666666666,0.0,0.0,0.25,0.1875,0.0,0.0,2.555555555555556,9.888888888888891,8.444444444444443,12.16,0.0,0.0,0.0,11.26530612244898,9.555555555555555,25.0,3.5555555555555554,4.222222222222222,12.666666666666666,0.0,0.0,0.0,20.25,0.0,2.925619834710744,14.0,4.0,0.0,0.0,0.0,0.0,32.09876543209876,16.0,9.9375,13.33884297520661,0.0,0.0,2.75,0.0,0.0,0.0,1.1875,0.0,0.25,0.0,0.25,0.0,0.0,0.0,1.5555555555555556,2.25,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.25,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes sur coups francs,0.06452422145328719,0.6176215277777778,0.75,0.6577299311629832,0.41918367346938784,1.974023668639053,1.1713928146271482,1.4453293027824352,1.2989115738236885,3.919061409371056,1.2732490168987138,1.072384,1.6455209534794306,0.0,0.41,0.0,0.5562130177514794,0.5019953791220332,0.22222222222222224,1.01,0.14876033057851237,0.1875,1.1875,0.6875,0.0,1.7928994082840235,2.1505968778696056,0.9876543209876544,0.6153846153846154,1.2839506172839508,1.222222222222222,1.1875,0.6666666666666666,0.0,0.16000000000000006,0.0,0.0,0.8163265306122448,0.0,0.0,0.0,6.25,0.0,2.2,0.0,0.22222222222222224,0.0,0.16000000000000006,2.484375,0.0,0.484375,0.0,0.0,0.22222222222222224,0.22222222222222224,0.13888888888888892,0.48979591836734704,0.0,0.0,0.2222222222222222,0.25,0.0,0.25,0.0,0.0,0.0,0.5833333333333334,1.3333333333333333,2.320987654320987,1.6,0.0,0.0,0.0,0.48979591836734704,0.22222222222222224,0.25,0.0,2.0,5.5555555555555545,0.0,0.0,0.0,0.25,0.0,0.1983471074380165,7.440000000000002,0.25,0.0,0.0,0.0,0.0,3.1111111111111116,0.0,0.5,0.8099173553719006,0.0,0.0,0.75,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.25,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.9600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passe en profondeur,0.08238754325259515,0.11554783950617281,0.1875,0.15703120956472238,0.08668367346938775,0.09000000000000001,0.016299868746375262,0.031837965079848936,0.1677934018388318,0.004950372515531794,0.12902540121160588,0.179664,0.3341022683583238,0.888888888888889,0.09000000000000001,0.0,0.33136094674556205,0.1415668977105649,0.22222222222222224,0.21000000000000002,0.0,0.07638888888888887,0.0,0.13888888888888887,0.41322314049586756,0.13017751479289943,0.08264462809917353,0.0,0.07100591715976333,0.1728395061728395,0.13888888888888892,0.1875,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.9752066115702479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.234375,0.0,0.0,0.0,1.5555555555555556,0.13888888888888892,0.0,0.22222222222222224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13888888888888892,0.0,0.1728395061728395,0.0,0.0,0.0,0.0,0.12244897959183676,0.22222222222222224,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.25,0.0,1.4545454545454546,0.16000000000000006,0.25,0.0,0.0,0.0,0.0,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transversales,0.1250778546712803,0.1897665895061728,0.0,0.18125355830443557,0.22775510204081634,0.40852071005917157,0.2595769359909648,0.6942920286541685,0.2688953488372093,0.16712457612435336,0.257838239982995,0.37313599999999997,0.25567089580930413,0.888888888888889,0.0,0.0,0.13017751479289938,0.12392354547363997,0.0,0.41,0.14876033057851235,0.13888888888888887,0.0,0.07638888888888887,0.0,0.4748520710059172,0.54178145087236,0.9135802469135803,0.5207100591715975,0.1728395061728395,0.22222222222222224,0.0,0.13888888888888892,0.0,1.45,0.0,0.0,0.12244897959183677,0.14876033057851235,0.0,0.0,1.0,0.0,0.21000000000000002,0.0,0.0,0.0,0.24000000000000005,0.0,0.0,0.109375,0.0,0.0,0.0,0.22222222222222224,0.13888888888888892,0.20408163265306126,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,1.25,0.6913580246913581,0.64,0.0,0.0,0.0,0.48979591836734704,0.888888888888889,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14876033057851235,0.8,0.0,0.0,1.0,0.0,0.0,0.6913580246913581,0.0,0.109375,0.743801652892562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centres_x,0.882863321799308,6.319444444444445,9.4375,6.476165829925987,6.056938775510205,3.7598224852071,5.1986203107353255,0.4296304763840199,9.353265278528934,0.0,3.0929960675948553,2.8391840000000004,4.799788542868128,0.22222222222222224,6.09,0.0,2.059171597633136,6.9745851711825235,0.6666666666666666,4.410000000000001,0.8099173553719006,2.743055555555555,0.0,3.5208333333333335,0.5619834710743802,1.628698224852071,7.329660238751148,5.950617283950617,2.224852071005917,6.4444444444444455,5.888888888888888,2.25,1.25,0.0,7.690000000000002,0.0,0.0,4.53061224489796,1.3388429752066116,0.25,6.25,9.0,0.0,0.44000000000000006,0.0,0.22222222222222224,0.0,2.2399999999999998,2.0,0.25,1.859375,0.0,0.0,6.888888888888889,16.88888888888889,4.555555555555556,1.1020408163265305,0.6666666666666666,0.0,0.888888888888889,0.25,0.0,0.25,2.25,0.0,0.0,1.472222222222222,2.555555555555556,7.358024691358024,3.44,0.0,0.0,0.0,1.836734693877551,0.0,0.0,0.888888888888889,2.8888888888888893,6.222222222222221,0.0,0.0,0.0,25.0,0.0,2.776859504132231,2.5600000000000005,0.0,0.0,0.25,0.0,0.0,8.39506172839506,9.0,6.1875,2.264462809917355,0.0,0.0,4.5,0.0,0.0,0.0,1.1875,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.239999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Throw-ins Taken,0.1531055363321799,0.4652777777777778,0.1875,0.224004968686921,0.5777551020408165,0.10538461538461538,17.15075852385458,2.861995969449102,18.99945916711736,0.0,1.9375066425762568,0.22150399999999995,1.3799500192233762,0.0,0.09000000000000001,0.0,0.07100591715976333,12.257508926696074,0.0,0.20999999999999996,0.0,4.138888888888888,0.1875,0.13888888888888887,0.08264462809917353,0.13017751479289943,0.029384756657483933,5.80246913580247,11.207100591715975,0.09876543209876543,0.0,0.1875,7.88888888888889,0.0,0.16000000000000006,0.0,0.0,0.0,0.1983471074380165,0.25,1.0,6.25,0.0,13.4,0.0,0.22222222222222224,0.0,0.6400000000000001,0.1875,0.0,0.984375,0.0,0.0,14.888888888888891,0.6666666666666666,0.1388888888888889,0.0,0.22222222222222224,0.25,0.888888888888889,0.25,0.0,0.0,0.0,0.0,0.0,0.13888888888888892,6.222222222222222,0.0,13.760000000000002,0.0,0.0,0.0,1.9591836734693882,10.888888888888888,20.25,2.888888888888889,0.22222222222222224,0.0,0.0,0.0,0.0,1.0,0.0,0.6115702479338843,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,5.135802469135803,16.0,9.4375,10.776859504132231,0.0,0.0,0.1875,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.5555555555555554,0.25,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corners,0.22853806228373702,1.4427083333333333,4.484375,2.924589824543243,1.8681632653061229,0.9315976331360948,1.0682824089618754,0.13340192043895757,2.0256895619253656,0.0,1.151238176214263,1.278016,1.8750480584390627,0.0,2.01,0.0,0.8639053254437871,1.2022684310018903,0.22222222222222224,0.41,0.3801652892561984,0.5833333333333334,0.0,1.909722222222222,0.3801652892561984,0.7514792899408285,1.8861340679522505,0.9135802469135802,0.0,1.3333333333333333,1.8055555555555554,0.75,0.0,0.0,3.8899999999999997,0.0,0.0,0.4897959183673471,0.08264462809917354,0.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.6399999999999999,2.1875,0.0,1.109375,0.0,0.0,0.0,9.555555555555555,2.2222222222222228,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,3.432098765432098,0.0,0.0,0.0,0.0,0.5306122448979591,0.0,0.0,0.22222222222222224,2.0,0.6666666666666666,0.0,0.0,0.0,9.0,0.0,0.3801652892561984,1.44,2.25,0.0,0.0,0.0,0.0,4.543209876543211,0.0,0.0,0.7438016528925622,0.0,0.0,1.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corners rentrants,0.06106401384083046,0.6002604166666665,4.0,0.5612545934475441,1.2172959183673466,0.12360946745562132,0.3703183663502336,0.0020533793967721726,0.3492428339643051,0.0,0.45233287278137946,0.6091040000000001,0.5428681276432141,0.0,1.05,0.0,0.5207100591715975,0.4226002940558707,0.0,0.16000000000000006,0.14876033057851235,0.5763888888888888,0.0,0.3055555555555555,0.3801652892561984,0.1789940828402367,0.34894398530762166,0.8888888888888888,0.0,0.2469135802469136,0.13888888888888892,0.75,0.0,0.0,2.0099999999999993,0.0,0.0,0.12244897959183677,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.20408163265306126,0.0,0.0,0.22222222222222224,0.888888888888889,0.22222222222222224,0.0,0.0,0.0,4.0,0.0,0.08264462809917353,0.9600000000000002,0.25,0.0,0.0,0.0,0.0,1.5802469135802475,0.0,0.0,0.08264462809917354,0.0,0.0,1.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corners sortants,0.07591695501730106,0.27777777777777785,0.75,0.5759536255887376,0.28872448979591836,0.22514792899408287,0.4134794420194743,0.05133448491930427,0.529306381828015,0.0,0.1375278988202785,0.14681599999999997,0.4125336409073432,0.0,0.0,0.0,0.0,0.3163201008191555,0.22222222222222224,0.09000000000000001,0.0,0.07638888888888888,0.0,0.0,0.0,0.17899408284023663,0.7125803489439855,0.0,0.0,0.3950617283950617,1.472222222222222,0.0,0.0,0.0,0.4400000000000001,0.0,0.0,0.12244897959183677,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6400000000000002,0.484375,0.0,0.484375,0.0,0.0,0.0,6.222222222222221,2.2222222222222228,0.12244897959183676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.12244897959183676,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,1.0,0.0,0.14876033057851235,0.24000000000000005,0.25,0.0,0.0,0.0,0.0,0.1728395061728395,0.0,0.0,0.33057851239669417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corners droits,0.0029325259515570927,0.013695987654320995,0.0,0.03550540862274209,0.0070918367346938785,0.0,0.0,0.0,0.06760411032990805,0.0,0.010202997130407057,0.0039840000000000006,0.0192233756247597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes réussies,55.50777681660898,131.05666473765433,73.0,149.71875161741116,158.2152551020408,427.01094674556214,452.59851652879945,589.7805212620027,451.2118374797187,69.89351748719092,278.1668615155702,540.0737439999999,226.89465590157639,254.8888888888889,75.03999999999999,0.0,167.0532544378698,256.57718966603653,12.666666666666666,712.2400000000001,88.62809917355372,127.05555555555559,541.6875,102.0763888888889,52.99173553719008,289.1479289940828,533.483930211203,194.46913580246914,211.8698224852071,112.17283950617283,328.22222222222223,221.1875,243.80555555555557,0.0,180.64,0.0,0.0,218.12244897959184,140.3305785123967,2.25,56.25,132.25,0.0,472.89000000000004,0.0,37.55555555555556,0.0,89.2,222.734375,0.25,392.0,0.0,0.0,66.8888888888889,338.0,256.5833333333333,66.40816326530611,82.66666666666667,1.0,24.222222222222225,110.25,0.0,20.25,1.25,0.0,0.0,97.80555555555556,214.25,384.8395061728395,436.0,0.0,0.0,0.0,72.57142857142857,379.5555555555555,72.25,188.2222222222222,57.555555555555564,16.222222222222225,0.0,0.0,0.0,16.0,0.0,89.35537190082644,239.76000000000005,110.25,0.0,30.25,0.0,0.0,251.35802469135803,81.0,397.484375,787.9008264462809,0.0,0.0,32.25,0.0,0.0,0.0,261.25,0.0,1.0,6.25,64.0,0.0,0.0,0.0,449.5555555555556,42.25,1.0,214.88888888888889,0.0,0.0,0.0,0.0,0.0,2.25,0.0,234.23999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes hors-jeux,0.06560553633217993,0.1849922839506173,0.0,0.14678329279022825,0.0601530612244898,0.07100591715976333,0.10500289978938372,0.1329065691205609,0.15954570037858298,0.1288086928541373,0.15729620576044215,0.10278399999999999,0.11582083813917723,0.0,0.09000000000000001,0.0,0.07100591715976333,0.06721277042638105,0.0,0.20999999999999996,0.14876033057851237,0.0,0.0,0.0,0.08264462809917353,0.07100591715976333,0.11753902662993575,0.1728395061728395,0.13017751479289938,0.0,0.1388888888888889,0.0,0.22222222222222224,0.0,0.09000000000000001,0.0,0.0,0.12244897959183677,0.08264462809917354,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.13888888888888892,0.12244897959183676,0.0,0.0,0.22222222222222224,0.25,0.0,0.25,0.25,0.0,0.0,0.13888888888888892,0.1388888888888889,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.25,0.0,0.08264462809917353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.33057851239669417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes bloquées_x,0.46722318339100344,1.6180073302469136,0.859375,0.9264530821386058,0.969591836734694,0.6336686390532544,1.0791489881261254,0.38127656691899947,1.4987831260140618,0.028959679215860994,1.1034116271654797,0.824,0.9119569396386005,0.0,0.6400000000000002,0.0,0.3668639053254438,1.221592102499475,0.6666666666666666,3.8099999999999996,0.6280991735537189,0.5763888888888887,0.0,0.38888888888888884,0.512396694214876,0.6390532544378699,0.7070707070707072,1.8024691358024691,1.9171597633136095,0.4444444444444444,0.888888888888889,0.6875,0.22222222222222224,0.0,0.6,0.0,0.0,0.24489795918367346,4.264462809917355,4.0,4.0,0.0,0.0,0.56,0.0,0.22222222222222224,0.0,0.56,0.0,0.0,0.609375,0.0,0.0,0.8888888888888888,0.6666666666666666,0.47222222222222215,0.2040816326530612,0.0,0.0,0.6666666666666666,0.25,0.0,0.25,0.0,0.0,0.0,0.5555555555555557,0.8888888888888888,0.2469135802469136,0.6399999999999999,0.0,0.0,0.0,0.4081632653061224,0.0,4.0,0.888888888888889,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,1.0,0.0,1.4214876033057853,0.24000000000000005,1.0,0.0,0.25,0.0,0.0,0.4444444444444444,4.0,0.609375,0.7768595041322315,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tacles_y,0.5403027681660901,1.2349054783950615,2.234375,1.0428031675379121,1.4277551020408163,3.180828402366864,2.437471383657398,1.499589324120646,3.118983234180638,0.02425682532610579,2.4259751301944945,2.8064000000000004,2.0526720492118415,3.555555555555556,0.8099999999999999,0.0,1.1597633136094674,2.5356017643352238,0.888888888888889,1.56,2.446280991735537,4.1875,0.75,1.555555555555556,0.5619834710743802,2.1005917159763317,3.2947658402203857,0.4444444444444444,3.289940828402367,0.9876543209876544,2.2222222222222228,1.1875,0.888888888888889,0.0,0.8099999999999999,0.0,0.0,1.2653061224489794,3.0578512396694224,0.25,0.25,0.0,0.0,2.65,0.0,0.22222222222222224,0.0,1.2,0.6875,0.0,2.5,0.0,0.0,0.2222222222222222,0.22222222222222224,7.333333333333333,1.3469387755102038,0.22222222222222224,0.0,0.6666666666666666,1.0,0.0,2.25,2.25,0.0,0.0,1.3333333333333333,1.8055555555555556,1.728395061728395,2.16,0.0,0.0,0.0,1.346938775510204,1.5555555555555556,1.0,0.6666666666666666,0.22222222222222224,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.9256198347107436,0.24000000000000005,1.0,0.0,0.25,0.0,0.0,0.8888888888888888,0.0,1.4375,0.8099173553719009,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.25,0.0,0.25,0.0,0.0,0.0,1.5555555555555554,0.0,0.25,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
