,Joueur,Numéro de maillot,Nation,Emplacement,Âge,Minutes,Buts,Passes décisives_x,Pénaltys marqués,Pénaltys tirés,Total des tirs ,Shots on Target,Cartons jaunes_x,Cartons rouges_x,Touches_x,Tacles_x,Interceptions_x,Balles contrées_x,xG: Expected Goals,npxG: xG sans les pénaltys,xAG: Expected Assisted Goals_x,Actions menant à un tir,Actions menant à un but,Passes réussies_x,Passes tentées_x,% de passes réussies_x,Passes progressives_x,Balle au pied_x,Possessions progressives_x,Dribbles tentés_x,Dribbles réussis_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes réussies_y,Passes tentées_y,% de passes réussies_y,Distance totale des passes,Distance parcourue vers l'attaque avec les passes,Passes réussies (Court),Passes tentées (Court),% de passes réussies (Court),Passes réussies (Moyen),Passes tentées (Moyen),% de passes réussies (Moyen),Passes réussies (Long),Passes tentées (Long),% de passes réussies (Long),Passes décisives_y,xAG: Expected Assisted Goals_y,xA: Expected Assists,Passes clés,Passes dans le dernier tiers du terrain,Passes dans la surface de réparation,Centres dans la surface de réparation,Passes progressives_y,Passes tentées,Live-ball Passes,Dead-ball Passes,Passes sur coups francs,Passe en profondeur,Transversales,Centres_x,Throw-ins Taken,Corners,Corners rentrants,Corners sortants,Corners droits,Passes réussies,Passes hors-jeux,Passes bloquées_x,Tacles_y,Tacles réussis_x,Tacles (ZDéf),Tacles (MilTer),Tacles (ZOff),Dribbleurs taclés,Dribbles mis en échec,% of Dribblers Tackled,Tacles manqués,Balles contrées_y,Tirs bloqués,Passes bloquées_y,Interceptions_y,Tcl+Int,Dégagements,Erreurs,Touches_y,Touches (SurfRépDéf),Touches (ZDéf),Touches (MilTer),Touches (ZOff),Touches (SurfRépOff),Touches (Ballon vivant),Dribbles tentés_y,Dribbles réussis_y,% de dribbles réussis,Nombre de fois où le joueur a été taclé,Pourcentage de tacles subis lors des tentatives de franchissement,Balle au pied_y,Distance totale parcourue avec le ballon,Distance parcourue vers l'attaque en portant la balle,Possessions progressives_y,Chevauchées dans le dernier tiers,Chevauchées dans la surface de réparation,Mauvais contrôle,Perte de balle,Passes reçues,Passes progressives reçues,Cartons jaunes_y,Cartons rouges_y,Deuxième carton jaune,Fautes commises,Fautes provoquées,Hors-jeux,Centres_y,Interceptions,Tacles réussis_y,Pénaltys réussis,Pénaltys concédés,But contre son camp,Récupérations de balle,Aerials Won,Aerials Lost,% of Aerials Won
0,Harry Kane,10,eng ENG,FW,29-051,90,1,1,0,0,2,1,0,0,40,0,0,0,0.5,0.5,0.3,3,1,21,31,67.7,5,23,2,7,3,361ca564,99e44c16,21a66f6a,361ca564,6,a2d435b3,2,21,31,67.7,410,128,10,15,66.7,5,6,83.3,4,6,66.7,1,0.3,0.0,3,2,0,0,5,31,24,6,0,0,2,1,3,0,0,0,0,21,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,40,0,3,24,16,4,40,7,3,42.9,4,57.1,23,203,59,2,3,3,1,2,30,6,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,50.0
1,Richarlison,9,br BRA,AM,25-130,58,0,0,0,0,1,0,0,0,28,0,1,2,0.0,0.0,0.1,3,0,12,16,75.0,3,18,1,3,0,361ca564,99e44c16,fa031b34,361ca564,6,a2d435b3,2,12,16,75.0,270,80,5,6,83.3,5,6,83.3,2,2,100.0,0,0.1,0.1,1,3,1,0,3,16,16,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,0,0,28,0,4,15,9,2,28,3,0,0.0,2,66.7,18,107,40,1,1,0,4,1,23,7,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,
2,Son Heung-min,7,kr KOR,AM,30-071,32,3,0,0,0,4,4,0,0,17,1,0,0,0.7,0.7,0.0,0,0,5,8,62.5,0,9,2,1,0,361ca564,99e44c16,92e7e919,361ca564,6,a2d435b3,2,5,8,62.5,57,21,3,5,60.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,8,7,1,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,17,0,0,9,8,1,17,1,0,0.0,1,100.0,9,66,50,2,1,0,1,0,13,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,100.0
3,Dejan Kulusevski,21,se SWE,AM,22-145,69,0,1,0,0,2,1,0,0,34,2,0,1,0.3,0.3,0.3,3,1,20,23,87.0,3,17,2,3,1,361ca564,99e44c16,df3cda47,361ca564,6,a2d435b3,2,20,23,87.0,278,83,13,14,92.9,6,8,75.0,1,1,100.0,1,0.3,0.4,1,1,2,1,3,23,22,1,0,0,0,2,0,1,0,0,0,20,0,0,2,0,1,1,0,1,2,50.0,1,1,0,1,0,2,0,0,34,0,3,15,16,2,34,3,1,33.3,2,66.7,17,127,65,2,0,2,4,1,26,6,0,0,0,1,0,0,2,0,0,0,0,0,3,1,0,100.0
4,Yves Bissouma,38,ml MLI,AM,26-018,21,0,0,0,0,0,0,0,0,20,0,2,0,0.0,0.0,0.0,1,0,16,19,84.2,0,7,0,0,0,361ca564,99e44c16,6c203af0,361ca564,6,a2d435b3,2,16,19,84.2,177,42,13,14,92.9,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,20,1,9,9,2,0,20,0,0,,0,,7,40,9,0,0,0,0,0,16,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,100.0
5,Rodrigo Bentancur,30,uy URU,CM,25-084,90,1,1,0,0,2,2,0,0,57,3,4,3,0.4,0.4,0.3,6,3,40,45,88.9,5,24,1,1,1,361ca564,99e44c16,3b8674e6,361ca564,6,a2d435b3,2,40,45,88.9,656,218,19,20,95.0,18,21,85.7,2,3,66.7,1,0.3,0.0,2,3,0,0,5,45,45,0,0,0,0,0,0,0,0,0,0,40,0,0,3,2,0,3,0,1,1,100.0,0,3,3,0,4,7,0,0,57,0,22,29,7,1,57,1,1,100.0,0,0.0,24,86,37,1,1,0,2,1,32,0,0,0,0,1,0,0,0,4,2,0,0,0,11,0,0,
6,Pierre Højbjerg,5,dk DEN,CM,27-043,90,0,1,0,0,1,0,0,0,74,1,2,1,0.0,0.0,0.5,3,2,61,66,92.4,4,40,2,2,2,361ca564,99e44c16,8b04d6c1,361ca564,6,a2d435b3,2,61,66,92.4,1055,337,34,36,94.4,19,20,95.0,7,7,100.0,1,0.5,0.1,2,3,1,0,4,66,64,2,1,0,0,0,1,0,0,0,0,61,0,2,1,0,1,0,0,1,1,100.0,0,1,1,0,2,3,0,0,74,3,20,44,12,1,74,2,2,100.0,0,0.0,40,173,75,2,1,0,1,2,58,1,0,0,0,0,2,0,0,2,0,0,0,0,9,1,0,100.0
7,Ryan Sessegnon,19,eng ENG,WB,22-122,90,0,0,0,0,0,0,0,0,49,0,1,0,0.0,0.0,0.0,2,0,32,48,66.7,2,24,4,1,1,361ca564,99e44c16,6aa3e78b,361ca564,6,a2d435b3,2,32,48,66.7,427,113,20,27,74.1,8,13,61.5,2,3,66.7,0,0.0,0.0,0,1,1,0,2,48,43,5,0,0,0,5,5,0,0,0,0,32,0,3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,49,1,19,16,14,4,49,1,1,100.0,0,0.0,24,192,135,4,1,2,0,0,36,4,0,0,0,1,0,0,5,1,0,0,0,0,5,1,3,25.0
8,Ivan Perišić,14,hr CRO,WB,33-227,54,0,1,0,0,1,0,1,0,42,0,0,0,0.1,0.1,0.3,4,1,29,38,76.3,3,13,3,0,0,361ca564,99e44c16,6fe90922,361ca564,6,a2d435b3,2,29,38,76.3,529,213,9,12,75.0,15,18,83.3,4,6,66.7,1,0.3,0.3,3,2,1,1,3,38,28,10,1,0,0,7,5,4,4,0,0,29,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,42,1,14,16,12,1,42,0,0,,0,,13,94,69,3,1,1,1,0,22,1,1,0,0,1,0,0,7,0,0,0,0,0,4,0,1,0.0
9,Emerson,12,br BRA,WB,23-246,36,0,0,0,0,0,0,0,0,31,1,0,0,0.0,0.0,0.0,0,0,24,29,82.8,0,10,2,0,0,361ca564,99e44c16,df8b52a5,361ca564,6,a2d435b3,2,24,29,82.8,299,50,11,12,91.7,9,10,90.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,29,23,6,1,0,0,0,4,1,0,0,0,24,0,1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,31,1,12,15,4,0,31,0,0,,0,,10,86,59,2,1,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,100.0
10,Clément Lenglet,34,fr FRA,CB,27-092,90,0,0,0,0,0,0,0,0,50,1,2,2,0.0,0.0,0.0,1,1,38,43,88.4,2,22,0,1,1,361ca564,99e44c16,4f28a6ff,361ca564,6,a2d435b3,2,38,43,88.4,599,268,20,20,100.0,17,18,94.4,1,5,20.0,0,0.0,0.0,0,2,0,0,2,43,42,1,1,0,0,1,0,0,0,0,0,38,0,0,1,0,0,0,1,0,0,,0,2,1,1,2,3,2,0,50,5,28,15,7,1,50,1,1,100.0,0,0.0,22,91,45,0,0,0,0,0,34,1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,
11,Eric Dier,15,eng ENG,CB,28-245,90,1,0,0,0,2,2,0,0,58,0,1,0,0.2,0.2,0.0,1,0,40,52,76.9,2,30,0,0,0,361ca564,99e44c16,ac861941,361ca564,6,a2d435b3,2,40,52,76.9,946,361,9,10,90.0,22,27,81.5,9,15,60.0,0,0.0,0.0,0,3,0,0,2,52,50,2,2,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,58,13,42,14,2,2,58,0,0,,0,,30,96,13,0,0,0,0,0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,2,33.3
12,Davinson Sánchez,6,co COL,CB,26-097,58,0,0,0,0,1,1,0,0,46,4,0,0,0.1,0.1,0.0,0,0,33,37,89.2,2,18,1,0,0,361ca564,99e44c16,da7b447d,361ca564,6,a2d435b3,2,33,37,89.2,624,257,8,9,88.9,21,22,95.5,3,4,75.0,0,0.0,0.0,0,2,0,0,2,37,37,0,0,0,0,0,0,0,0,0,0,33,0,1,4,1,2,1,1,2,2,100.0,0,0,0,0,0,4,1,0,46,4,28,14,4,2,46,0,0,,0,,18,76,36,1,0,0,0,0,28,0,0,0,0,2,0,0,0,0,1,0,1,0,4,2,1,66.7
13,Cristian Romero,17,ar ARG,CB,24-143,32,0,0,0,0,0,0,0,0,27,1,1,1,0.0,0.0,0.0,0,0,23,24,95.8,0,19,0,0,0,361ca564,99e44c16,a3d94a58,361ca564,6,a2d435b3,2,23,24,95.8,426,132,7,7,100.0,13,13,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,24,23,1,1,0,0,0,0,0,0,0,0,23,0,0,1,1,1,0,0,0,0,,0,1,0,1,1,2,0,0,27,6,18,9,0,0,27,0,0,,0,,19,68,18,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,
14,Hugo Lloris,1,fr FRA,GK,35-265,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,37,43,86.0,0,23,0,0,0,361ca564,99e44c16,8f62b6ee,361ca564,6,a2d435b3,2,37,43,86.0,1050,764,9,9,100.0,14,14,100.0,14,20,70.0,0,0.0,0.0,0,1,0,0,0,43,33,10,2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,49,43,49,0,0,0,49,0,0,,0,,23,97,49,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
15,Patson Daka,20,zm ZAM,FW,23-343,73,0,0,0,0,3,2,1,0,30,1,0,0,0.2,0.2,0.2,2,0,16,23,69.6,2,10,1,0,0,a2d435b3,99e44c16,ca45605e,361ca564,6,a2d435b3,2,16,23,69.6,233,41,7,9,77.8,9,11,81.8,0,0,,0,0.2,0.0,2,2,1,0,2,23,18,5,0,0,0,0,1,0,0,0,0,16,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,30,0,0,16,14,3,30,0,0,,0,,10,47,29,1,1,0,2,1,19,9,1,0,0,1,0,0,0,0,1,0,0,0,3,3,0,100.0
16,Jamie Vardy,9,eng ENG,FW,35-249,17,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,0,0,0,0,a2d435b3,99e44c16,45963054,361ca564,6,a2d435b3,2,4,4,100.0,48,1,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
17,Harvey Barnes,7,eng ENG,LM,24-282,90,0,0,0,0,3,0,0,0,44,1,1,2,0.2,0.2,0.0,1,0,28,33,84.8,4,29,5,2,1,a2d435b3,99e44c16,3ea50f67,361ca564,6,a2d435b3,2,28,33,84.8,323,92,18,20,90.0,7,8,87.5,0,0,,0,0.0,0.1,0,2,1,0,4,33,32,1,0,0,0,1,1,0,0,0,0,28,0,1,1,1,1,0,0,0,0,,0,2,0,2,1,2,0,0,44,0,6,11,28,5,44,2,1,50.0,0,0.0,29,208,103,5,2,2,4,3,31,10,0,0,0,1,0,0,1,1,1,0,0,0,6,0,3,0.0
18,Kiernan Dewsbury-Hall,22,eng ENG,CM,24-011,73,0,0,0,0,1,0,0,0,66,0,0,2,0.1,0.1,0.2,5,1,48,56,85.7,5,42,2,2,0,a2d435b3,99e44c16,5c74c0f5,361ca564,6,a2d435b3,2,48,56,85.7,876,130,17,20,85.0,24,27,88.9,5,7,71.4,0,0.2,0.0,4,7,0,0,5,56,56,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0,66,4,7,35,24,3,66,2,0,0.0,2,100.0,42,184,99,2,2,0,1,1,54,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
19,Kelechi Iheanacho,14,ng NGA,CM,25-349,17,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.1,2,0,12,15,80.0,0,9,0,0,0,a2d435b3,99e44c16,c92e1a31,361ca564,6,a2d435b3,2,12,15,80.0,143,13,10,12,83.3,2,2,100.0,0,1,0.0,0,0.1,0.0,2,1,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,0,0,5,11,1,16,0,0,,0,,9,52,5,0,0,0,1,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,Youri Tielemans,8,be BEL,CM,25-133,90,1,0,1,1,2,1,0,0,96,3,1,1,0.8,0.0,0.0,3,0,75,83,90.4,9,51,1,1,1,a2d435b3,99e44c16,56f7a928,361ca564,6,a2d435b3,2,75,83,90.4,1348,216,37,38,97.4,24,27,88.9,13,14,92.9,0,0.0,0.1,0,8,3,0,9,83,82,1,1,0,0,2,0,0,0,0,0,75,0,2,3,2,2,1,0,2,3,66.7,1,1,0,1,1,4,0,0,96,0,9,57,30,2,95,1,1,100.0,0,0.0,51,169,100,1,1,0,3,1,76,3,0,0,0,1,0,0,2,1,2,0,0,0,9,0,0,
21,James Maddison,10,eng ENG,RM,25-298,90,1,0,0,0,7,3,0,0,70,4,1,0,0.4,0.4,0.2,7,0,44,56,78.6,10,52,4,0,0,a2d435b3,99e44c16,ee38d9c5,361ca564,6,a2d435b3,2,44,56,78.6,887,236,12,16,75.0,26,30,86.7,5,9,55.6,0,0.2,0.6,4,9,2,1,10,56,53,3,2,0,1,4,0,1,0,1,0,44,0,0,4,3,2,1,1,1,3,33.3,2,0,0,0,1,5,0,0,70,2,3,34,33,7,70,0,0,,0,,52,278,146,4,3,3,1,0,60,8,0,0,0,0,3,0,4,1,3,0,0,0,4,0,1,0.0
22,Wilfred Ndidi,25,ng NGA,DM,25-275,84,0,0,0,0,2,0,1,0,56,0,1,2,0.1,0.1,0.0,1,0,42,49,85.7,7,29,0,0,0,a2d435b3,99e44c16,6b47c5db,361ca564,6,a2d435b3,2,42,49,85.7,718,194,21,24,87.5,17,18,94.4,3,5,60.0,0,0.0,0.0,0,10,0,0,7,49,48,1,1,0,1,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,0,1,56,3,9,40,8,0,56,0,0,,0,,29,96,39,0,1,0,0,1,35,1,1,0,0,3,0,0,0,1,0,0,0,0,9,1,2,33.3
23,Boubakary Soumaré,42,fr FRA,DM,23-202,6,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,8,8,100.0,0,6,0,0,0,a2d435b3,99e44c16,ae59b359,361ca564,6,a2d435b3,2,8,8,100.0,127,41,3,3,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,8,7,1,1,0,0,0,0,0,0,0,0,8,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,8,0,1,7,0,0,8,0,0,,0,,6,19,15,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
24,James Justin,2,eng ENG,LB,24-206,90,0,0,0,0,0,0,0,0,99,1,0,2,0.0,0.0,0.1,6,2,75,82,91.5,5,54,3,5,2,a2d435b3,99e44c16,fb614c44,361ca564,6,a2d435b3,2,75,82,91.5,1232,272,42,45,93.3,26,28,92.9,6,7,85.7,0,0.1,0.1,1,12,1,1,5,82,78,4,0,0,0,1,4,0,0,0,0,75,0,0,1,1,1,0,0,1,2,50.0,1,2,0,2,0,1,5,0,99,5,22,57,20,0,99,5,2,40.0,3,60.0,54,199,83,3,4,1,2,1,66,5,0,0,0,0,4,0,1,0,1,1,0,0,6,1,3,25.0
25,Wout Faes,3,be BEL,CB,24-167,90,0,0,0,0,0,0,0,0,95,1,1,1,0.0,0.0,0.1,1,0,77,86,89.5,4,65,0,0,0,a2d435b3,99e44c16,9c221d14,361ca564,6,a2d435b3,2,77,86,89.5,1566,486,11,15,73.3,60,62,96.8,6,8,75.0,0,0.1,0.0,1,7,0,0,4,86,86,0,0,0,1,0,0,0,0,0,0,77,0,1,1,1,0,1,0,1,3,33.3,2,1,1,0,1,2,2,0,95,7,31,64,2,1,95,0,0,,0,,65,280,173,0,0,0,0,1,75,1,0,0,0,1,0,0,0,1,1,0,0,0,4,2,1,66.7
26,Jonny Evans,6,nir NIR,CB,34-257,90,0,0,0,0,0,0,0,0,95,2,1,1,0.0,0.0,0.0,1,0,79,85,92.9,4,64,1,0,0,a2d435b3,99e44c16,f8fcd2a5,361ca564,6,a2d435b3,2,79,85,92.9,1638,548,14,15,93.3,53,55,96.4,10,13,76.9,0,0.0,0.0,0,8,0,0,4,85,85,0,0,0,1,0,0,0,0,0,0,79,0,0,2,0,2,0,0,2,3,66.7,1,1,1,0,1,3,4,0,95,12,28,67,0,0,95,0,0,,0,,64,210,115,1,0,0,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,2,0.0
27,Timothy Castagne,27,be BEL,RB,26-286,90,0,1,0,0,0,0,0,0,57,2,2,1,0.0,0.0,0.0,3,1,41,50,82.0,1,25,2,0,0,a2d435b3,99e44c16,197640fd,361ca564,6,a2d435b3,2,41,50,82.0,567,113,22,23,95.7,14,19,73.7,3,4,75.0,1,0.0,0.1,1,2,1,1,1,50,46,4,0,0,0,3,4,0,0,0,0,41,0,1,2,2,2,0,0,1,2,50.0,1,1,0,1,2,4,0,0,57,1,8,23,26,0,57,0,0,,0,,25,79,52,2,1,0,1,0,40,7,0,0,0,1,0,0,3,2,2,0,0,0,2,2,0,100.0
28,Danny Ward,1,wls WAL,GK,29-087,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,21,28,75.0,0,17,0,0,0,a2d435b3,99e44c16,d3ce0e89,361ca564,6,a2d435b3,2,21,28,75.0,550,421,6,6,100.0,8,8,100.0,7,14,50.0,0,0.0,0.0,0,0,0,0,0,28,22,6,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,20,28,1,0,0,29,0,0,,0,,17,51,25,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,Ivan Toney,17,eng ENG,FW,26-186,90,0,0,0,0,2,0,0,0,32,3,1,0,0.1,0.1,0.0,1,0,9,17,52.9,2,17,0,1,1,cd051869,fd5626e6,e09f279b,cd051869,0,18bb7c10,3,9,17,52.9,104,55,7,12,58.3,1,4,25.0,0,0,,0,0.0,0.0,1,0,1,1,2,17,17,0,0,0,0,1,0,0,0,0,0,9,0,0,3,2,2,0,1,1,3,33.3,2,0,0,0,1,4,2,0,32,1,6,16,11,3,32,1,1,100.0,0,0.0,17,53,10,0,1,0,6,2,23,3,0,0,0,2,1,1,1,1,2,0,0,0,1,4,1,80.0
1,Bryan Mbeumo,19,cm CMR,FW,23-042,75,0,0,0,0,2,1,0,0,24,0,0,1,0.1,0.1,0.0,0,0,10,15,66.7,0,17,0,1,0,cd051869,fd5626e6,6afaebf2,cd051869,0,18bb7c10,3,10,15,66.7,169,24,5,5,100.0,4,6,66.7,1,3,33.3,0,0.0,0.0,0,0,0,0,0,15,12,3,1,0,0,3,1,1,0,0,0,10,0,0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,24,0,4,6,14,2,24,1,0,0.0,1,100.0,17,83,7,0,0,0,3,1,17,3,0,0,0,1,0,0,3,0,0,0,0,0,3,1,2,33.3
2,Yoane Wissa,11,cd COD,FW,26-015,15,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,0,cd051869,fd5626e6,2500cef9,cd051869,0,18bb7c10,3,1,2,50.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,5,0,2,3,0,0,5,0,0,,0,,3,7,0,0,0,0,1,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,
3,Mathias Jensen,8,dk DEN,CM,26-260,68,0,0,0,0,0,0,0,0,40,3,0,1,0.0,0.0,0.1,1,0,23,33,69.7,3,15,1,1,1,cd051869,fd5626e6,0f134faf,cd051869,0,18bb7c10,3,23,33,69.7,448,222,9,12,75.0,8,10,80.0,5,9,55.6,0,0.1,0.2,1,2,1,0,3,33,21,12,2,0,0,4,4,2,1,1,0,23,0,0,3,2,2,1,0,2,4,50.0,2,1,0,1,0,3,2,0,40,2,7,20,14,1,40,1,1,100.0,0,0.0,15,76,25,1,0,0,0,0,11,1,0,0,0,1,0,1,4,0,2,0,0,0,7,1,1,50.0
4,Shandon Baptiste,26,gd GRN,CM,24-163,22,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.3,1,0,16,19,84.2,3,11,0,0,0,cd051869,fd5626e6,2886c9b5,cd051869,0,18bb7c10,3,16,19,84.2,201,48,11,12,91.7,4,5,80.0,0,1,0.0,0,0.3,0.2,1,0,1,0,3,19,19,0,0,1,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,0,1,13,6,0,20,0,0,,0,,11,44,28,0,1,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
5,Vitaly Janelt,27,de GER,CM,24-131,62,0,0,0,0,0,0,0,0,26,2,2,0,0.0,0.0,0.0,0,0,13,18,72.2,0,15,0,1,1,cd051869,fd5626e6,8449d35e,cd051869,0,18bb7c10,3,13,18,72.2,273,23,6,8,75.0,5,6,83.3,2,3,66.7,0,0.0,0.0,0,0,0,0,0,18,17,1,1,0,1,0,0,0,0,0,0,13,0,0,2,0,0,2,0,1,2,50.0,1,0,0,0,2,4,0,0,26,0,10,14,2,0,26,1,1,100.0,0,0.0,15,50,15,0,1,0,0,0,14,0,0,0,0,1,1,0,0,2,0,0,0,0,5,0,0,
6,Frank Onyeka,15,ng NGA,CM,24-260,28,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,11,11,100.0,2,10,0,2,0,cd051869,fd5626e6,2944f86f,cd051869,0,18bb7c10,3,11,11,100.0,163,82,7,7,100.0,0,0,,2,2,100.0,0,0.0,0.0,0,1,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,13,0,5,8,0,0,13,2,0,0.0,1,50.0,10,26,10,0,1,0,0,1,7,0,0,0,0,3,1,0,0,0,1,0,0,0,3,0,0,
7,Josh Dasilva,10,eng ENG,CM,23-330,62,0,0,0,0,0,0,0,0,20,1,0,1,0.0,0.0,0.0,0,0,11,16,68.8,1,12,1,0,0,cd051869,fd5626e6,60344e4f,cd051869,0,18bb7c10,3,11,16,68.8,130,56,9,12,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,16,15,1,0,0,0,1,1,0,0,0,0,11,0,1,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,20,0,6,9,7,2,20,0,0,,0,,12,55,22,1,0,0,1,0,14,2,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,
8,Mikkel Damsgaard,24,dk DEN,CM,22-077,28,0,0,0,0,1,1,0,0,18,1,1,0,0.3,0.3,0.0,1,0,8,13,61.5,0,9,0,1,1,cd051869,fd5626e6,215f3907,cd051869,0,18bb7c10,3,8,13,61.5,119,61,5,5,100.0,2,5,40.0,1,1,100.0,0,0.0,0.0,1,0,0,0,0,13,10,1,1,1,0,1,0,0,0,0,0,8,2,0,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0,18,0,2,11,5,1,18,1,1,100.0,0,0.0,9,38,14,0,0,0,2,0,9,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,
9,Rico Henry,3,eng ENG,WB,25-072,90,0,0,0,0,0,0,0,0,34,3,0,0,0.0,0.0,0.0,2,0,17,25,68.0,3,18,3,0,0,cd051869,fd5626e6,8a3c1dc7,cd051869,0,18bb7c10,3,17,25,68.0,413,127,4,7,57.1,8,10,80.0,5,7,71.4,0,0.0,0.0,1,1,1,1,3,25,24,1,0,0,1,4,1,0,0,0,0,17,0,1,3,1,1,2,0,1,1,100.0,0,0,0,0,0,3,1,0,34,0,9,15,10,1,34,0,0,,0,,18,87,52,3,2,1,5,1,18,6,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,
10,Aaron Hickey,2,sct SCO,WB,20-100,90,0,0,0,0,0,0,0,0,44,5,2,1,0.0,0.0,0.0,2,0,23,30,76.7,2,22,2,3,0,cd051869,fd5626e6,1780bb4a,cd051869,0,18bb7c10,3,23,30,76.7,308,98,18,18,100.0,4,7,57.1,1,2,50.0,0,0.0,0.0,0,1,2,0,2,30,28,2,0,0,0,3,2,0,0,0,0,23,0,2,5,4,2,3,0,0,0,,0,1,0,1,2,7,3,0,44,3,9,24,12,0,44,3,0,0.0,1,33.3,22,110,47,2,1,0,0,0,21,5,0,0,0,0,2,0,3,2,4,0,0,0,4,3,1,75.0
